wage
21299
24752
28124
29162
29494
30202
31158
31657.6
32032
32698
33405
33467
33675
33904
33966
34029
34174.4
34694
34819
35000
35214
35422
35651
36000
36275
36483.2
36795
37232
37336
37565
37669
38000
38126
38292.8
38313.6
38376
38459.2
38584
38813
38979
39083
39270
39458
39582
39790.4
39832
39998.4
40082
40290
40290
40352
40352
40477
40518
40539.2
40664
40768
40768
40893
41018
41122
41163
41226
41496
41558
41600
41787
41995
42099
42203.2
42328
42411
42536
42598
42681.6
42786
42827
42910
42994
43077
43202
43347
43389
43390
43618
43618
43638
43659
43784
43784
43846
43909
44054
44075
44304
44450
44574
44616
44636.8
44637
44658
44741
44762
44762
44824
44845
44886
45000
45094
45136
45240
45282
45427
45448
45468.8
45490
45531
45552
45552
45552
45614
45656
45760
45802
45864
45906
45926
45989
46031
46114
46301
46301
46301
46322
46322
46467
46550
46571
46571
46571
46571
46571
46612.8
46613
46738
46738
46821
46862
46904
46904
47029
47154
47299
47424
47424
47486
47528
47653
47674
47674
47674
47674
47674
47674
47674
47819
47902
48000
48048
48048
48048
48090
48090
48090
48090
48090
48214.4
48298
48318
48318
48318
48339
48422
48526
48568
48568
48589
48610
48610
48651
48714
48797
48797
48797
48859
48963
49026
49026
49026
49026
49130
49150
49150
49150
49150
49150
49150
49150
49150
49192
49192
49234
49358
49421
49504
49525
49525
49525
49546
49546
49649.6
49650
49732.8
49858
49941
50000
50024
50107
50170
50190
50190
50190.4
50274
50274
50315
50398
50398
50398
50398
50419
50482
50544
50586
50690
50752
50752
50752
50752
50752
50752
50752
50835
50898
50960
51022
51100
51189
51230
51251
51314
51334
51396
51480
51542
51563
51584
51584
51584
51626
51709
51730
51792
51813
51854
51938
51958
52000
52062
52062
52125
52187
52187
52208
52229
52250
52333
52360
52458
52499
52541
52624
52666
52666
52707
52728
52790.4
52811
52832
52853
52894
52957
53040
53061
53061
53061
53082
53082
53102
53102
53123
53165
53186
53206
53248
53352
53373
53394
53435
53456
53477
53518
53518
53518
53518
53518
53518
53518
53539
53539.2
53539.2
53622
53664
53664
53706
53706
53747
53789
53810
53810
53872
53893
53893
53914
53934
53934.4
53976
54018
54038
54122
54163
54184
54226
54246
54246.4
54288
54288
54330
54350
54434
54475
54475
54475
54475
54475
54475
54475
54475
54496
54517
54579
54642
54683
54808
54850
54912
54954
54995
55036.8
55058
55099
55099
55120
55162
55162
55162
55162
55162
55162
55203
55245
55266
55286
55286
55307
55348.8
55349
55370
55370
55370
55390
55411
55411
55432
55432
55432
55432
55432
55453
55536
55578
55578
55600
55661
55682
55682
55682
55682
55682
55702
55765
55786
55848
55848
55869
55931
55952
55994
56014
56056
56118
56118
56139
56160
56202
56243
56264
56306
56347
56368
56430
56451
56493
56514
56555
56555
56555
56576
56576
56576
56659
56701
56763
56805
56805
56805
56805
56825.6
56826
56826
56867
56909
56909
56909
56950
56971
56992
56992
57034
57054
57096
57179
57200
57200
57221
57283
57325
57366
57428.8
57470
57491
57491
57533
57574
57616
57616
57637
57658
57678
57678
57678
57720
57762
57782
57845
57886
57886
57928
57949
58011
58011
58011
58032
58053
58094
58094.4
58157
58178
58235
58282
58323
58400
58427
58427
58469
58490
58490
58531
58531
58552
58594
58614
58656
58677
58718
58718
58760
58760
58800
58822
58822.4
58843
58843
58885
58906
58906
58906
58926
58926
58947
58989
59010
59030
59051
59051
59051
59113.6
59114
59114
59176
59176
59176
59197
59259
59259
59259
59284
59322
59363
59363
59363
59363
59363
59363
59363
59363
59384
59384
59384
59384
59384
59426
59426
59446
59467
59467
59488
59509
59550
59550
59550
59592
59634
59654
59654
59654
59654
59654.4
59696
59717
59738
59738
59738
59738
59820.8
59821
59821
59821
59821
59842
59904
59946
59987
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60029
60029
60029
60029
60070
60091
60091
60091
60091
60091.2
60133
60133
60154
60174
60216
60237
60237
60258
60278
60299.2
60341
60362
60382
60382
60403
60424
60424
60445
60466
60486
60486
60486
60486
60486
60507
60528
60528
60528
60528
60570
60570
60590
60611
60632
60674
60715
60736
60736
60757
60757
60757
60778
60778
60778
60778
60778
60798
60798
60798
60798
60798
60798
60860.8
60861
60881.6
60882
60902
60965
60986
60986
60986
60986
60986
61006
61027
61048
61069
61069
61090
61110
61110
61110.4
61131
61152
61173
61194
61194
61194
61194
61194
61194
61194
61194
61194
61194
61194
61194
61214
61235
61235
61256
61256
61256
61256
61256
61256
61277
61277
61277
61298
61318
61339
61339
61381
61381
61381
61381
61381
61381
61381
61381
61381
61381
61381
61443
61568
61589
61610
61610
61610
61610
61651
61651
61651
61651
61651
61651
61651
61651
61651
61651.2
61672
61672
61713.6
61734
61734
61755
61755
61755.2
61776
61797
61838
61880
61901
61922
61922
61963
62000
62046
62067
62067
62088
62088
62088
62109
62129.6
62130
62192
62254
62254
62254
62275
62296
62331
62358
62379
62400
62421
62421
62421
62442
62462
62462
62483
62504
62504
62504
62504
62504
62504
62504
62525
62525
62525
62566
62566
62566
62566
62566
62566
62566
62566
62566
62566
62580
62600
62650
62670
62670
62691
62700
62712
62712
62712
62712
62712
62712
62753.6
62774
62795
62795
62816
62816
62837
62878
62879
62899
62920
62941
62962
62982
62982
63003
63024
63024
63024
63045
63086
63086
63086
63086
63086
63086.4
63128
63128
63149
63149
63149
63149
63149
63149
63149
63149
63170
63211
63232
63232
63274
63274
63274
63274
63274
63274
63274
63274
63274
63274
63274
63294
63294
63294
63294
63294
63294
63294
63315
63336
63357
63357
63400
63440
63461
63461
63502
63523
63523
63544
63564.8
63586
63586
63627
63648
63648
63690
63690
63690
63690
63690
63710
63710
63752
63772.8
63794
63814
63856
63856
63856
63856
63856
63856
63856
63876.8
63877
63877
63877
63898
63912
63960
63981
63981
63981
63981
64002
64022
64022
64030
64043
64064
64064
64064
64106
64168
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64189
64210
64251.2
64293
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64314
64334
64355
